place_name,user,rating,time,text
"Quán Ăn Gia Đình Trường Thanh Quán - Cơm Chiên, Mì Xào",Phạm Minh Đức,5 sao,6 tháng trước,"nhìn cái dĩa là hiểu nha mn, cho 5 sao vì ngon"
"Quán Ăn Gia Đình Trường Thanh Quán - Cơm Chiên, Mì Xào",Bảo Phạm,5 sao,6 tháng trước,"quán ngon , không gian rộng 5 sao"
"Quán Ăn Gia Đình Trường Thanh Quán - Cơm Chiên, Mì Xào",03 Bình,5 sao,6 tháng trước,Dồ ăn ngon nhân viên nhiệt tình
"Quán Ăn Gia Đình Trường Thanh Quán - Cơm Chiên, Mì Xào",Thuy Huynh,5 sao,8 tháng trước,"Cơm ngon không khô vừa ăn sạch sẽ , bé kiều vui vẻ"
"Quán Ăn Gia Đình Trường Thanh Quán - Cơm Chiên, Mì Xào",Phi Huỳnh,5 sao,8 tháng trước,Đồ ăn ngon nhân viên vui vẻ
"Quán Ăn Gia Đình Trường Thanh Quán - Cơm Chiên, Mì Xào",Bảo Yến,5 sao,8 tháng trước,"Thức ăn ngon, nhân viên dễ thương"
"Quán Ăn Gia Đình Trường Thanh Quán - Cơm Chiên, Mì Xào",Việt Nguyễn,5 sao,8 tháng trước,"Quán bán cơm ngon, giá cả hợp lý"
"Quán Ăn Gia Đình Trường Thanh Quán - Cơm Chiên, Mì Xào",Hoàng Hương,5 sao,7 tháng trước,"nhân việt nhiệt tình dth, cơm canh ngon giá phù hợp, đồ ăn món nào cũng vừa miệng, 100 điểm"
"Quán Ăn Gia Đình Trường Thanh Quán - Cơm Chiên, Mì Xào",Võ Minh Thư,5 sao,7 tháng trước,Đồ ăn ở đây ngon hợp khẩu vị
"Quán Ăn Gia Đình Trường Thanh Quán - Cơm Chiên, Mì Xào",Pham Linh,5 sao,7 tháng trước,"Đồ ăn ngon, nhân viên dễ thương nhiệt tình"
"Quán Ăn Gia Đình Trường Thanh Quán - Cơm Chiên, Mì Xào",Hiền Vũ,5 sao,7 tháng trước,đồ ăn ngon nvien dth
"Quán Ăn Gia Đình Trường Thanh Quán - Cơm Chiên, Mì Xào",Nguyễn Đạt Thành,1 sao,10 tháng trước,Nhân viên thu ngân có thái độ với khách hàng. Đã là khách quen quán nhưng nhân viên thu ngân làm việc thiếu chuyên nghiệp đuổi khách.
"Quán Ăn Gia Đình Trường Thanh Quán - Cơm Chiên, Mì Xào",nhat le,1 sao,một năm trước,"Quán lớn bán cơm với giá từ 40k trở lên mà đồ ăn thì được 5 miếng thịt mỏng lét, quá thất vọng về quán, còn không có cả canh được 2 lát dưa leo, có 0 sao mình cũng vote"
"Quán Ăn Gia Đình Trường Thanh Quán - Cơm Chiên, Mì Xào",Nghĩa Phạm,5 sao,7 tháng trước,Ngon!! ngon mọi người ơi
"Quán Ăn Gia Đình Trường Thanh Quán - Cơm Chiên, Mì Xào",Son Le,5 sao,7 tháng trước,"Ngon lắm , ghé ăn hoài"
"Quán Ăn Gia Đình Trường Thanh Quán - Cơm Chiên, Mì Xào",Tâm La,1 sao,một năm trước,"Chiều nay mới ghé ăn với bạn. Hai người kêu 2 đĩa cơm gà: Gà chiên mắm tỏi và Gà sốt tiêu đen, cả hai đều kêu đùi gà nhỏ. Đầu tiên NV bưng ra đĩa cơm gà chiên mắm tỏi, nói là quán lỡ làm Phần gà góc tư, kêu thông cảm giùm… mình còn hỏi đùa …"
Haidilao Vincom Phan Văn Trị,Hồng Xuân La,5 sao,một tuần trước,"Thức ăn tươi ngon, các bạn nhân viên nhiệt tình dễ thương. Phục vụ và chăm sóc đánh giá 5 sao!!
Mình sẽ quay lại Hadilao Vincom Quang Trung nhiều lần nữa! 🥰🥰 …"
Haidilao Vincom Phan Văn Trị,Tibo Nacci,5 sao,một tháng trước,"Đồ ăn ngon
Bạn nhân viên Tuyết Nhi rất nhiệt tình vui vẻ …"
Haidilao Vincom Phan Văn Trị,Thảo Phương,5 sao,một tuần trước,"1000000 điểm
Ko chỉ ngon mà trải nghiệm ăn uống cũng rất đã: phục vụ tận tình, chu đáo, cảm giác được chăm sóc từ lúc vào đến lúc về. Đặc biệt bạn NV Minh Trâm nhoaaaaaaa"
Haidilao Vincom Phan Văn Trị,Giúc Pha,5 sao,một tháng trước,"trưa t7 khá đông phải chờ 10p, quán mở nhạc rất to nên ảnh hưởng giao tiếp của tụi mình, hơi ồn, lần đầu đi ăn cảm thấy hơi ngột ngạt và đông đúc 😢😢😢😢
bò 2dilao ngon, tôm phủy thúy ngon, takecare tạm ổn, nv dễ thương, nhưng có lẽ vị tứ xuyên k hợp gu mình rồi …"
Haidilao Vincom Phan Văn Trị,Ánh Phan,5 sao,4 tháng trước,"Không gian sạch sẽ, hiện đại, nhân viên phục vụ siêu nhiệt tình. Nước lẩu đa dạng, đồ ăn tươi ngon, nhiều dịch vụ tiện ích đi kèm nên trải nghiệm rất đáng giá. Giá hơi cao một chút và cuối tuần thường đông, nhưng tổng thể rất hài lòng"
Haidilao Vincom Phan Văn Trị,K Deburg,5 sao,3 tuần trước,"Đồ ăn rất ngon, không gian vui vẻ rộng rãi có kem miễn phí. Lần sau mình sẽ dẫn gia đình quay lại ăn tiếp 😘!!! …"
Haidilao Vincom Phan Văn Trị,11. Vũ Ngọc Bảo Khanh,5 sao,2 tuần trước,"Mình ghé ăn với gia đình, không gian phù hợp dễ thương, nhân viên takecare cực nhiệt tình luôn, hadilao PVT rất okela lunn"
Haidilao Vincom Phan Văn Trị,Nguyen An,5 sao,3 tuần trước,"Đồ ăn vẫn tươi ngon như bình thường mình ăn, bạn Gia Phúc take care mọi thứ khá tốt, chỉ có hôm nay bàn bên rất ồn ào nên không khí không được thoải mái lắm!"
Haidilao Vincom Phan Văn Trị,Yunkirito Chan,5 sao,3 tháng trước,"Gửi xe trong Vincom luôn mình gửi chưa tới 3 tiếng gửi xe hết 4k/1x máy, oto không rõ.
Mọi người chụp cột đánh dấu nơi để xe. Bấm thang máy lên lầu 1. …"
Haidilao Vincom Phan Văn Trị,Thuỳ Trâm,5 sao,một tuần trước,"Ngon hợp vị
Phục vụ tốt
Đã đi nhiều lần cùng gia đình
Sẽ quay lại"
Haidilao Vincom Phan Văn Trị,Nguyễn Thái Thanh Sơn,5 sao,3 tháng trước,"Nay cả nhà đón sinh nhật ở HDL Phan Văn Trị các bạn nhân viên phục vụ nhiệt tình , vui vẻ, nhất là bạn Hoà take care khách tốt. Dịch vụ 100 điểm. Sẽ quay lại vào nhiều dịp khác"
Haidilao Vincom Phan Văn Trị,Dang Hoang Nam Official,5 sao,Thời gian chỉnh sửa: 5 tháng trước,"Dịch vụ rất tốt, nhân viên luôn thân thiện nhiệt tình.
Lấy số thứ tự và đợi tới lượt.
Các món ăn đa dạng, nước lẩu nhiều vị , ngon, chất lượng. …"
Haidilao Vincom Phan Văn Trị,Hieu Minh,5 sao,4 ngày trước,"Nhân viên nhiệt tình, dễ thương, bạn Tuyết Nhi phục vụ rất tận tâm, tư vấn đồ ăn ngon."
Haidilao Vincom Phan Văn Trị,Tuấn Minh,5 sao,5 tháng trước,"Nghe nhiều về hadilao từ món ăn, dịch vụ cho đến các trải nghiệm thêm. Thì đến hôm nay mình mới được trải nghiệm. …"
Haidilao Vincom Phan Văn Trị,Julia Hồ,5 sao,một tuần trước,"Đồ ăn tươi ngon, phục vụ dễ thương, tận tình chu đáo, còn được tặng panacotta"
Haidilao Vincom Phan Văn Trị,Nguyễn Hồng Tâm,5 sao,một tháng trước,"Hôm nay tụi mình ghé Hadilao tại Vincom Phan Văn Trị. Không gian rất sạch sẽ, nhân viên rất nhiệt tình. Trải nghiệm rất tốt. …"
Haidilao Vincom Phan Văn Trị,Hương Lê,5 sao,6 tháng trước,"•	Đồ ăn ngon, tươi và được lên món rất nhanh.
•	Không gian sạch sẽ, thoải mái.
•	Dịch vụ tốt, nhân viên thân thiện. Có hỗ trợ tổ chức sinh nhật vui vẻ, chu …"
Haidilao Vincom Phan Văn Trị,Nhật Trần,5 sao,một tháng trước,"Nhân viên rất chu đáo và quan tâm.
Đồ ăn thì tương tự các chi nhanh khác, khá ngon và hợp khẩu vị.
Trải nghiệm thật sự rất tốt và dễ thương, sẽ quay lại khi có cơ hội."
Haidilao Vincom Phan Văn Trị,Tran My,5 sao,2 tuần trước,Haidilao luôn tinh tế và đồ ăn vẫn ngon như vậy. Đi ăn có quà mang về. Mãi vote 😘 …
Haidilao Vincom Phan Văn Trị,Kim Thiên,5 sao,3 tháng trước,"Chi nhánh đi nhiều nhất trong các CN của NH. Trước khi đi mình hay đặt bàn trước. Đồ ăn ngon, a/c phục vụ nhiệt tình, dễ thương, chiều khách 🫶🏻🫶🏻🫶🏻🫶🏻 …"
Haidilao Vincom Phan Văn Trị,Thu Đào,5 sao,một tháng trước,Hôm nay ăn sinh nhật chị mình nên chị rủ ăn ở đây. Nhân viên Huy Hoàng dễ thương nhiệt tình còn hát chúc mừng sinh nhật và chuẩn bị 1 phần bánh nhỏ xinh nữa. Quá là đáng iu
Haidilao Vincom Phan Văn Trị,Khánh Ly Nguyễn Thị,5 sao,một tháng trước,"Đồ ăn ngon, phục vụ nhiệt tình, còn được tặng trà sữa và nhiều quà tặng mang về"
Haidilao Vincom Phan Văn Trị,Thị Thương Trần,5 sao,4 tháng trước,"Đồ ăn ngon, không khí phù hợp với đi nhóm bạn, gia đình. Đặc biệt là bất ngờ với dịch vụ của Hadilao, nhân viên phục vụ rất nhiệt tình, bạn mình bị đau chân, nhà hàng tâm lý tặng ngay phần quà kèm lời chúc rất kute 😝Cảm ơn Hadilao đã cho nhóm mình 1 buổi sinh nhật nhiều ý nghĩa 🥰 …"
Haidilao Vincom Phan Văn Trị,Tim Kim,5 sao,một tháng trước,"10 điểm, làm móng in ảnh ăn ngon được tặng trái cây và luôn hỏi khách cần gì. Rất chu đáo . <3"
Haidilao Vincom Phan Văn Trị,Trâm Nguyễn,5 sao,3 tháng trước,"Đồ ăn ngon, mặc dù ngày lễ đông xỉu nhưng các bạn phục vụ rất dễ thương nhiệt tình. Lễ trung thu nên được tặng cả bánh 😋 Hôm nay có bạn Nhi phục vụ bàn tụi mình cũng siu dễ thươnggg 😍 100 saooo …"
Haidilao Vincom Phan Văn Trị,Nguyễn Hoàng Anh Ly,5 sao,2 tuần trước,"Nhân viên nhiệt tình dễ thương, cả nhà mình đã có kỉ niệm đáng nhớ tại đây."
Haidilao Vincom Phan Văn Trị,Grand Park,5 sao,một tuần trước,CN này phục vụ siêu đỉnh nóc kịch trần ♥️
Haidilao Vincom Phan Văn Trị,Hanh Nhung Nguyen,5 sao,4 tháng trước,"The food was good. There was a free nail service but because I came late, around 7 p.m, and they closed around 8.30 p.m, so I didn't have enough time to do it. I received a ticket to come on another day.
Children will receive some gifts."
Haidilao Vincom Phan Văn Trị,Hazel,5 sao,một tuần trước,"đồ ăn ngon, chất lượng dịch vụ luôn được đảm bảo ở mức tốt"
Haidilao Vincom Phan Văn Trị,huy Nguyễn,5 sao,một tháng trước,"Không gian thoải mái, đồ ăn ngon, nhân viên cũng  dễ thương, anh Thắng trực bàn của mình rất nhiệt tình, 10đ."
Haidilao Vincom Phan Văn Trị,Ý Vy Nguyễn,5 sao,3 tuần trước,Nv NGUYỄN NGỌC XUÂN NHI mãi đỉnh. Phục vụ tới công chuyện luôn. Và anh NGUYỄN TẤN QUỲNH chăm sóc khách hàng mà k nỡ rời đi
Haidilao Vincom Phan Văn Trị,Thuydiem Le,5 sao,3 tuần trước,"nhân viên nhiệt tình, dễ thương, đồ ăn ngon, đi ăn còn có quà mang về"
Haidilao Vincom Phan Văn Trị,Như Ý Nguyễn Thị,5 sao,3 tuần trước,"Đồ ăn và nhân viên thì khỏi bàn rồi ạ, quá nhiệt tình dễ thương và ngonnnn"
Haidilao Vincom Phan Văn Trị,Thao Bui,5 sao,3 tuần trước,"Đã lâu quay lại vẫn cách phục vụ như cũ, nhân viên nhiệt tình, thức ăn lên nhanh!"
Haidilao Vincom Phan Văn Trị,Xuân Huy,5 sao,3 tháng trước,"Đồ ăn ngon, thịt bò tươi, lên món nhanh, nhân viên thân thiện. Gđ mình thường tới haidilao này để ăn. Bạn nv Hoàng đeo mắt kính phục vụ dễ thương, nhiệt tình"
Haidilao Vincom Phan Văn Trị,Linh Nguyễn,5 sao,3 tháng trước,"Dịch vụ chăm sóc tốt , bạn Hoà và các bạn nhân viên ở đây vui vẻ và rất nhiệt tình với khách . Lần sau mình và gđ sẽ quay lại đây tiếp"
Haidilao Vincom Phan Văn Trị,Thanh Yến Nguyễn,5 sao,5 tháng trước,"Hôm nay mình thử gói buffet Cửu Cung – ăn bao no, nước lẩu đa dạng mà topping siêu tươi. Phục vụ thì khỏi bàn, nhân viên dễ thương hết nấc.
Được mấy bạn tặng thêm 2 ly nước nữa, uống no căng bụng 🤣🤣 đáng yêu xỉu luôn 🥰. …"
Haidilao Vincom Phan Văn Trị,tra nguyen,5 sao,một tháng trước,"Nhân viên hỗ trợ nhiệt tình, lên món nhanh, mình đi trúng dịp lễ nên hơi đôngg"
Haidilao Vincom Phan Văn Trị,Nam Phương Nguyễn Hoàng,5 sao,Thời gian chỉnh sửa: 6 tháng trước,"⸻

📍 Hadilao Phan Văn Trị …"
Haidilao Vincom Phan Văn Trị,Laura,5 sao,7 tháng trước,"Điểm nổi bật là nhân viên rất nhiệt tình và lịch sự với khách hàng.
Không gian quán vô cùng ấm cúng phù hợp với các gia đình và cặp đôi hẹn hò ăn uống. …"
Haidilao Vincom Phan Văn Trị,Gia Khánh Nguyễn,5 sao,3 tuần trước,"Món ăn ngon, không gian ok, em Duy nhân viên dễ thương nhiệt tình hỗ trợ nhà mình lắm"
Haidilao Vincom Phan Văn Trị,Hang Thuy,5 sao,4 tháng trước,"Một trải nghiệm vui vẻ và hài lòng ở chi nhánh Phan Văn Trị. Nhân viên dễ thương, nhiệt tình, và lên món cũng nhanh nữa."
Haidilao Vincom Phan Văn Trị,Ngân Nguyễn,5 sao,2 tháng trước,"⭐️⭐️⭐️⭐️⭐️ Haidilao Phan Văn Trị – phục vụ đỉnh, đồ ăn tươi, trải nghiệm “đáng tiền” …"
Haidilao Vincom Phan Văn Trị,Kim Ngân,5 sao,một tháng trước,Mọi thứ tuyệt vời chỉ trừ khu ghế ngồi bên chi nhánh này không rộng bằng các chi nhánh khác mình hay đi. Phục vụ vẫn đỉnh nhất là chị Tuyết Nhi ạ
Haidilao Vincom Phan Văn Trị,Sơn Tùng,5 sao,một tháng trước,"Nhân viên Duy dth quá ạ, nhiệt tình take care quá chừng, món ăn ngon"
Haidilao Vincom Phan Văn Trị,boo huy,5 sao,5 tháng trước,Ko có gì để bàn về Haidilao nữa vì từ phục vụ đến đồ ăn đều rất chuẩn chỉnh và ngon
Haidilao Vincom Phan Văn Trị,Duy Nguyen,5 sao,3 tháng trước,"Phục vụ 5 sao
Cảm ơn bạn Tuyết Nhi và các bạn nhân viên của Nhà Hàng đã rất nhiệt tình hỗ trợ gia đình mình. Món ăn tươi ngon, đa dạng và hợp khẩu vị"
Haidilao Vincom Phan Văn Trị,Vân Trương Ngọc Khánh,5 sao,một tháng trước,Đi ăn Haidilao nhưng được bạn Thanh Thuỷ ở khu vực Nail làm cho quả nail giáng sinh phá cách xinh cực. Đã quá Haidilao oi đề nghị shout out tăng lương nhé
Haidilao Vincom Phan Văn Trị,Loan Huỳnh,5 sao,4 tháng trước,"Nhân viên 10đ, mình thật sự thích sự chu đáo và tận tâm của các bạn tại hadilao. Thức ăn 8đ, nhân viên 10đ"
Haidilao Vincom Phan Văn Trị,Ngọc Nguyễn,5 sao,6 tháng trước,Quán rộng rãi phục vụ tốt nhân viên dễ thương được tặng quà và nhiều chương trình
"Tiệm Hương Chè - 737 Phan Văn Trị, P1, Gò Vấp, HCM",Tuyen Lam,5 sao,4 tuần trước,"Đi ngang tiệm này đã lâu hôm nay mình ghé ăn thử

Mình gọi chè bơ sầu riêng và chè thập cẩm, cả hai đều có điểm mạnh riêng. …"
"Tiệm Hương Chè - 737 Phan Văn Trị, P1, Gò Vấp, HCM",miscellaneous,5 sao,3 tuần trước,"Đây đã là lần thứ 3 mình quay lại đây rồi!

Menu ở đây cực kỳ đa dạng, nhiều loại chè lạ miệng mà món nào cũng được nấu rất …"
"Tiệm Hương Chè - 737 Phan Văn Trị, P1, Gò Vấp, HCM",Lê Thị Minh Anh,5 sao,2 tháng trước,"Mình mua chè bơ vs chè thái, ăn ngon lắm. Chè ngọt vừa k bị gắt, trông sạch sẽ oke nha. Chè bơ thơm béo vừa ăn lắm. Còn thái thì mình thấy cái bánh lọt hnhu xài bột năng nên bị dai á, k giống bánh lọt lắm. …"
"Tiệm Hương Chè - 737 Phan Văn Trị, P1, Gò Vấp, HCM",Mi Phan,5 sao,4 tuần trước,Came across Huong Che by chance while craving something sweet. The staff was super friendly and helped me choose in English. They customized the toppings just how I wanted — and it tasted amazing!
"Tiệm Hương Chè - 737 Phan Văn Trị, P1, Gò Vấp, HCM",Lê Quỳnh,5 sao,một tháng trước,"Chè ăn rất ngon, thơm, béo, không bị quá ngọt, ăn đáng tiền lắm luôn"
"Tiệm Hương Chè - 737 Phan Văn Trị, P1, Gò Vấp, HCM",Hà My,5 sao,3 tháng trước,"Chè ngon lắm luôn, mình đi vào 20/10 nên quán có ctrinh tặng 1 bánh flan, dth dth"
"Tiệm Hương Chè - 737 Phan Văn Trị, P1, Gò Vấp, HCM",Mai Thành Nguyên,5 sao,2 tháng trước,"10 điểm không nhưng nheee, ngon lắm luôn nha, ăn là nhớ mãi."
"Tiệm Hương Chè - 737 Phan Văn Trị, P1, Gò Vấp, HCM",My Huynh,5 sao,3 tuần trước,"quán ngon xĩu hợp gu tớ với nhỏ bạn lắm, c chủ vs staff dth cực, rate 5 sao luôn🧏🏻‍♀️ …"
"Tiệm Hương Chè - 737 Phan Văn Trị, P1, Gò Vấp, HCM",Jane Nguyen,5 sao,3 tháng trước,"Chè Thái thập cam sầu riêng ngon tuyệt mọi người ơi. Độ ngọt vừa. Trái cây tươi. Từng chi tiết rất chỉnh chu. Cô chủ làm rất sạch sẽ. Quán mới mở. Nên đến ăn ủng hộ, mọi người sẽ không thất vọng."
"Tiệm Hương Chè - 737 Phan Văn Trị, P1, Gò Vấp, HCM",THUYỀN VIỆT,5 sao,2 tuần trước,Chất lượng chè thuộc hạng đỉnh của chóp. Rất đáng để trải nghiệm!
"Tiệm Hương Chè - 737 Phan Văn Trị, P1, Gò Vấp, HCM",binh nguyen,5 sao,3 tháng trước,"Quán chè ngon, ít đường hợp với mình, mà có vẻ quán mới mở nên còn hơi vắng"
"Tiệm Hương Chè - 737 Phan Văn Trị, P1, Gò Vấp, HCM",Trinh Do,5 sao,8 tháng trước,"Menu đa dạng các loại chè, trà giả nhiệt, vị chè ngon, chủ quán và nhân viên nhiệt tình..."
"Tiệm Hương Chè - 737 Phan Văn Trị, P1, Gò Vấp, HCM",Vo Nykee,5 sao,2 tháng trước,"Chè ko ngọt . Quá ngon
Really friendly staffs , delicious foods and not too sweet . High recommend"
"Tiệm Hương Chè - 737 Phan Văn Trị, P1, Gò Vấp, HCM",Tran Ha Phuong Dang,5 sao,8 tháng trước,"Quán chè quen thuộc mỗi khi muốn ăn ngọt mát mà không lo về giá. Chè ở đây rất đa dạng, từ chè truyền thống đến chè hiện đại ... Topping nhiều, ăn rất đã miệng, nước cốt dừa thơm béo mà không ngấy. Không gian tuy nhỏ nhưng sạch sẽ, ngồi thoải mái. Cô chủ thân thiện, lên món nhanh, giá chỉ từ 30k. Rất đáng để ghé thử nếu bạn ở Gò Vấp!"
"Tiệm Hương Chè - 737 Phan Văn Trị, P1, Gò Vấp, HCM",Thư Trần,5 sao,7 tháng trước,"Rất ngon, chè ko quá ngọt, sầu chất lượng"
"Tiệm Hương Chè - 737 Phan Văn Trị, P1, Gò Vấp, HCM",Bảo Ngân,5 sao,một tháng trước,"Chè ngon lắm ạ, không bị quá ngọt."
"Tiệm Hương Chè - 737 Phan Văn Trị, P1, Gò Vấp, HCM",Huy Tran,5 sao,một tháng trước,"Ngon, sạch sẽ, sẽ đến lần sau"
"Tiệm Hương Chè - 737 Phan Văn Trị, P1, Gò Vấp, HCM",Linh Thân Thị Diễm,5 sao,7 tháng trước,"Chè ăn ngon không quá ngọt, sẽ ghé thêm nhiều lần"
"Tiệm Hương Chè - 737 Phan Văn Trị, P1, Gò Vấp, HCM",Thanh Ngân Nguyễn Ngọc,5 sao,2 tháng trước,"quá ngon hẹ hẹ, chị chủ dễ thươngg"
"Tiệm Hương Chè - 737 Phan Văn Trị, P1, Gò Vấp, HCM",Hằng Thân thị thúy,5 sao,7 tháng trước,Quán này ăn ngon nha
"Tiệm Hương Chè - 737 Phan Văn Trị, P1, Gò Vấp, HCM",REVIT MÔI TRƯỜNG,5 sao,2 tháng trước,Chè quá ngon
"Tiệm Hương Chè - 737 Phan Văn Trị, P1, Gò Vấp, HCM",Trang Nhung Nguyen,5 sao,1 ngày trước,"Chè siêu ngon, không ngọt, rất thanh, mọi nguyên liệu đều thơm mùi tươi mới. Mỗi tội hơi xa, mỗi lần đi ngang sẽ đều ăn, nhất định."
"Tiệm Hương Chè - 737 Phan Văn Trị, P1, Gò Vấp, HCM",Bùi Trúc Hạ,5 sao,2 ngày trước,Tiệm chè ngon nhất mà mình từng ăn ở tphcm. Chủ tiệm dễ thương vô cùng. My favorite Sau Thai sweet dessert🥹. …
"Tiệm Hương Chè - 737 Phan Văn Trị, P1, Gò Vấp, HCM",Susie Manthey,5 sao,2 tuần trước,
"Tiệm Hương Chè - 737 Phan Văn Trị, P1, Gò Vấp, HCM",Andreas Gehrig,5 sao,4 tuần trước,
"Tiệm Hương Chè - 737 Phan Văn Trị, P1, Gò Vấp, HCM",Thư Minh,5 sao,2 tháng trước,
